Handle,Wallet,IsVerified,TweetTimestamp,CommentText,TweetURL
"@keshman705","AJuE4wAfZUZrPkXDAjAzjhGnNgrEnSmKdo9ob8ZBSLUg","FALSE","2026-08-12T12:44:00.000Z","AJuE4wAfZUZrPkXDAjAzjhGnNgrEnSmKdo9ob8ZBSLUg",""
"@Ukajp170198","CkjoArYLHMituStMenGwvHjunbeamkJQGhK2Nnu9JeyU","FALSE","2026-08-11T22:11:00.000Z","CkjoArYLHMituStMenGwvHjunbeamkJQGhK2Nnu9JeyU",""
"@Brando924Jp","96kNMBGjQ7YKcnhhgMgjWfngXb5M2fiygwpk5pjPFmXb","FALSE","2026-08-11T17:07:00.000Z","96kNMBGjQ7YKcnhhgMgjWfngXb5M2fiygwpk5pjPFmXb  Help me",""
"@rexywow","54VR8F1dhy2rXr8qYc3y9H96JoeFoQj1V66UV2XenMnA","FALSE","2026-08-11T20:57:00.000Z","54VR8F1dhy2rXr8qYc3y9H96JoeFoQj1V66UV2XenMnA",""
"@Jayballrx","8yRtHTuYhMo1uPrwq87Kt5kZeB5f2VgGrB3G3dxmxm2i","FALSE","2026-08-11T20:05:00.000Z","8yRtHTuYhMo1uPrwq87Kt5kZeB5f2VgGrB3G3dxmxm2i",""
"@Jjilla1458","xYRPNQDf3WVxuKP9QousVvCsf89RRdPYAx6xiTgQwLL","FALSE","2026-08-12T05:15:00.000Z","xYRPNQDf3WVxuKP9QousVvCsf89RRdPYAx6xiTgQwLL",""
"@akhil22638867","69dgNiiYZUBQa67CgWH5xxkE74ufTCttk4baN8UDr8oT","FALSE","2026-08-11T17:11:00.000Z","69dgNiiYZUBQa67CgWH5xxkE74ufTCttk4baN8UDr8oT",""
"@kikidotsol","3bM73tYjrVy1nfT2paANuPPEtn31JAs9iZFSyLnMppqK","FALSE","2026-08-11T21:29:00.000Z","Tysm rad! Will buy blue tick if i win  3bM73tYjrVy1nfT2paANuPPEtn31JAs9iZFSyLnMppqK",""
"@Unclejayy01","buD17A1BbuRutRPc5BCy7wKapn3EuZGHTRT2Zeduu2t","FALSE","2026-08-11T17:45:00.000Z","buD17A1BbuRutRPc5BCy7wKapn3EuZGHTRT2Zeduu2t  Respect the grind",""
"@Fwjaquez","DnmqMgikhVKakQGCLLLVJn4WLt4AqiLBDgmvq31SbgjT","FALSE","2026-08-11T17:14:00.000Z","Than you rad  DnmqMgikhVKakQGCLLLVJn4WLt4AqiLBDgmvq31SbgjT",""
"@wcrypto137","HycUD8w2y6eUB1joNnVLjTrNBfXbqxunNxLZ4N1S9Cjb","TRUE","2026-08-11T17:18:00.000Z","HycUD8w2y6eUB1joNnVLjTrNBfXbqxunNxLZ4N1S9Cjb",""
"@trent_800","6PqKEoaY14xwqXGR5kpb4ZZ6xt5Vz49XooM5PdTRoYUP","TRUE","2026-08-11T17:03:00.000Z","Today  marks it 1 month holding $ANSEM ....been an active  supporter  and a bagworker   Would  love you to increase  my bags before we moon to 1billion  6PqKEoaY14xwqXGR5kpb4ZZ6xt5Vz49XooM5PdTRoYUP",""
"@fwmaverickk","F5vMMf5SQq1VXyGwZ9ZoRRG2P4zXLrivw6mcq9fRE9ko","TRUE","2026-08-11T16:38:00.000Z","thank you so much Rad  F5vMMf5SQq1VXyGwZ9ZoRRG2P4zXLrivw6mcq9fRE9ko",""
"@Ocee_3","2nVhNQN9sWA1B5y1tvusnivxHWJ1BXUFd7mRH1b9Rwcs","TRUE","2026-08-11T16:45:00.000Z","thank you Rad   2nVhNQN9sWA1B5y1tvusnivxHWJ1BXUFd7mRH1b9Rwcs",""
"@ThegreatFLOD","7eUmzyaEG4st18vW7vyRqN18eohv1wgiyCNVa3pcoTAk","FALSE","2026-08-11T19:42:00.000Z","Thank you  7eUmzyaEG4st18vW7vyRqN18eohv1wgiyCNVa3pcoTAk",""
"@FlamezOnChain","8TrWbpyXod8BxfxPLPQHHk5rGbU5iSdndP9ojzWD5E9M","TRUE","2026-08-11T17:57:00.000Z","Thanks king   8TrWbpyXod8BxfxPLPQHHk5rGbU5iSdndP9ojzWD5E9M",""
"@bagus_galuh_25","FJWec7bck5S6FAEMS8uiL8JWfbqHXx9CyZ6z37atF45p","FALSE","2026-08-11T17:18:00.000Z","Thanks Rad  FJWec7bck5S6FAEMS8uiL8JWfbqHXx9CyZ6z37atF45p",""
"@dholmahia","FYZpZUh78qdJHTPgRGQ93ns5ctGd45MnWUcj8y9AM2Z5","FALSE","2026-08-11T23:26:00.000Z","FYZpZUh78qdJHTPgRGQ93ns5ctGd45MnWUcj8y9AM2Z5",""
"@CRYPTOKING7_","KTdnGoicjorArBMgLS3WqiRY9qzof7za8DY79nvYAgU","FALSE","2026-08-11T17:06:00.000Z","KTdnGoicjorArBMgLS3WqiRY9qzof7za8DY79nvYAgU  Just hold ❤",""
"@SolMufasa","BakyXRTtW2cdivHrqoENQhSfaMjGLRgDudV8QSBGcKNf","TRUE","2026-08-12T03:20:00.000Z","BakyXRTtW2cdivHrqoENQhSfaMjGLRgDudV8QSBGcKNf   Thank you",""
"@agassi_35","3FK8kVpejMbdWAHGVBfJMCAVj5vXDgN43zLUC4oeyfsN","FALSE","2026-08-11T17:23:00.000Z","3FK8kVpejMbdWAHGVBfJMCAVj5vXDgN43zLUC4oeyfsN  Thank you 🙏",""
"@zeda_king","BvGPWHYLvTMbjr452YqY1EWmJFi8VtmoCH3miYNCTghm","FALSE","2026-08-11T18:22:00.000Z","BvGPWHYLvTMbjr452YqY1EWmJFi8VtmoCH3miYNCTghm  This will be more than appreciated @RadTrades_",""
"@Twtfor1Sola","4Vj1NQXwKSK7QGfadGHkJxnnfVkskhsXJB47YxmB3LfR","FALSE","2026-08-11T18:19:00.000Z","Thanks 🙏   4Vj1NQXwKSK7QGfadGHkJxnnfVkskhsXJB47YxmB3LfR",""
"@anshshah0900","AFQDe3i9PULxxnyax86yuc5Y2zEiBmuGFY1JSf2k1B7z","FALSE","2026-08-11T20:19:00.000Z","Appreciate you actually looking out for the people who support you.I am also trying brother plz notice  AFQDe3i9PULxxnyax86yuc5Y2zEiBmuGFY1JSf2k1B7z",""
"@HriddhanM","BHN8baCvFcrwEuLHvshBrhJQjAwvRZ1o1DJgaF7rs9br","FALSE","2026-08-12T08:35:00.000Z","I want to start my trading journey brother I know you from a very long time see you bless so many people hope I have also got some of it BHN8baCvFcrwEuLHvshBrhJQjAwvRZ1o1DJgaF7rs9br",""
"@DPhoenix_d","71SoeKUmceTwrrpTUiWRSzBNpRKY7pEzKMCn76KLyLSQ","TRUE","2026-08-11T17:19:00.000Z","Would really appreciate a win…  71SoeKUmceTwrrpTUiWRSzBNpRKY7pEzKMCn76KLyLSQ",""
"@Saad_Rajpoot08","6mX5qQQxZBLXQJdEZZND4c1bkbHwtTVQp5WHcbH2bFrS","FALSE","2026-08-11T22:53:00.000Z","6mX5qQQxZBLXQJdEZZND4c1bkbHwtTVQp5WHcbH2bFrS",""
"@yrnzaza","ZAZAVPEFF5kQrR3iDz3YdFbMCEqDMCcGkPzMmjTVFKk","TRUE","2026-08-11T20:18:00.000Z","ZAZAVPEFF5kQrR3iDz3YdFbMCEqDMCcGkPzMmjTVFKk  @RadTrades_",""
"@meltober","ESDQ3PrTsnvudcahPZwW9UQBwRjjq67R5GS9jbbeNoBq","TRUE","2026-08-11T16:54:00.000Z","Thank you bro supporting since forever   Appreciate you giving back 🙏  ESDQ3PrTsnvudcahPZwW9UQBwRjjq67R5GS9jbbeNoBq",""
"@pratikvaja05","7hetCyM3SFqpGcoSjkfnYYDHaP4XaAG5Gw5poy3xY7Qk","FALSE","2026-08-11T18:53:00.000Z","7hetCyM3SFqpGcoSjkfnYYDHaP4XaAG5Gw5poy3xY7Qk",""
"@CYpRuS_0","2qpvNF4EfZ1NeP3GrJk59mUaMPW2obJEAniE5BELFDgt","TRUE","2026-08-11T16:38:00.000Z","2qpvNF4EfZ1NeP3GrJk59mUaMPW2obJEAniE5BELFDgt   Thank you @RadTrades_   I will really appreciate it",""
"@rexy7835","5996QFrBR5zE3CHiQUhKdqCptUfbVvqcEeGyL6xM6A89","FALSE","2026-08-11T16:42:00.000Z","Been active legend   Can I win?  Here legend  5996QFrBR5zE3CHiQUhKdqCptUfbVvqcEeGyL6xM6A89   Thanks legend 🙏",""
"@pathezzy","7H8Hgfu5dSR915XTikERGDUVScnzTvCGWoC9LZtPUNuP","TRUE","2026-08-11T18:53:00.000Z","Save me .   7H8Hgfu5dSR915XTikERGDUVScnzTvCGWoC9LZtPUNuP",""
"@Underdvg_","GNpoo4S9YczZU9zkWxUaksxhY9pmqAC6xuCWa6oJER2N","TRUE","2026-08-11T16:46:00.000Z","Thank you for doing this. 🤍  GNpoo4S9YczZU9zkWxUaksxhY9pmqAC6xuCWa6oJER2N",""
"@amaloversclub","Ghxnf3hc9SUPh69MdR6KxV9MPNofbvdJ5t79MTKEvqrb","TRUE","2026-08-11T17:05:00.000Z","Ghxnf3hc9SUPh69MdR6KxV9MPNofbvdJ5t79MTKEvqrb  Hope am not late to the Part Y",""
"@ifwraviel","AGV8qxjuWHok11CsqysjS1N1jQL2j7jRGpJgMGuJJmxu","TRUE","2026-08-11T16:42:00.000Z","I’m here Rad. I would give back to the community if you see me brother.   AGV8qxjuWHok11CsqysjS1N1jQL2j7jRGpJgMGuJJmxu",""
"@AgonW3","77Tz3VmJDitEJZ7rL2u1Fx5B3MPwt4a2sNEnYgpmRFFV","TRUE","2026-08-11T16:38:00.000Z","When airdrop me Daddyyyyyyyyyyy   77Tz3VmJDitEJZ7rL2u1Fx5B3MPwt4a2sNEnYgpmRFFV   Stay blessed always @RadTrades_",""
